"Time","Fluke 8508A {name=""DUT Temperature""}","resistance {Keithley 2182a=""Reversible Resistance Bridge"", _field=""Keithley 2182a"", _start=""2025-01-19 08:37:26.31 +0000 UTC"", _stop=""2025-01-27 03:41:58.989 +0000 UTC""}"
2025-01-19 11:41:08,,10000.1599357
2025-01-19 11:43:29,,10000.1600097
2025-01-19 11:45:50,,10000.1599252
2025-01-19 11:48:12,,10000.1598833
2025-01-19 11:50:34,,10000.1599139
2025-01-19 11:52:56,,10000.1598707
2025-01-19 11:55:43,26.4187200,
2025-01-19 11:55:43,,10000.1600625
2025-01-19 11:59:05,,10000.1599375
2025-01-19 12:01:26,,10000.1600451
2025-01-19 12:03:48,,10000.1599796
2025-01-19 12:06:09,,10000.1599229
2025-01-19 12:08:30,,10000.1599602
2025-01-19 12:10:51,,10000.1599151
2025-01-19 12:13:12,,10000.1601911
2025-01-19 12:15:34,,10000.1600617
2025-01-19 12:17:56,,10000.1600123
2025-01-19 12:20:18,,10000.1601241
2025-01-19 12:22:38,,10000.1600241
2025-01-19 12:24:58,,10000.1600562
2025-01-19 12:27:19,,10000.1600700
2025-01-19 12:29:41,,10000.1600026
2025-01-19 12:32:02,,10000.1600818
2025-01-19 12:34:22,,10000.1600883
2025-01-19 12:36:43,,10000.1601288
2025-01-19 12:39:04,,10000.1600353
2025-01-19 12:41:25,,10000.1600561
2025-01-19 12:44:13,26.3374200,
2025-01-19 12:44:13,,10000.1600808
2025-01-19 12:47:34,,10000.1600972
2025-01-19 12:49:56,,10000.1601317
2025-01-19 12:52:17,,10000.1600054
2025-01-19 12:54:38,,10000.1600500
2025-01-19 12:56:59,,10000.1601484
2025-01-19 12:59:20,,10000.1600836
2025-01-19 13:01:41,,10000.1600217
2025-01-19 13:04:02,,10000.1600976
2025-01-19 13:06:23,,10000.1600047
2025-01-19 13:08:43,,10000.1600537
2025-01-19 13:11:03,,10000.1601040
2025-01-19 13:13:23,,10000.1599901
2025-01-19 13:15:43,,10000.1601083
2025-01-19 13:18:03,,10000.1600600
2025-01-19 13:20:24,,10000.1601385
2025-01-19 13:22:44,,10000.1601155
2025-01-19 13:25:04,,10000.1601523
2025-01-19 13:27:24,,10000.1601022
2025-01-19 13:29:46,,10000.1602085
2025-01-19 13:32:33,26.2561700,
2025-01-19 13:32:33,,10000.1599417
2025-01-19 13:35:54,,10000.1601219
2025-01-19 13:38:16,,10000.1601494
2025-01-19 13:40:37,,10000.1600798
2025-01-19 13:42:58,,10000.1600312
2025-01-19 13:45:19,,10000.1599991
2025-01-19 13:47:41,,10000.1601801
2025-01-19 13:50:02,,10000.1600890
2025-01-19 13:52:24,,10000.1600648
2025-01-19 13:54:46,,10000.1600472
2025-01-19 13:57:07,,10000.1600974
2025-01-19 13:59:27,,10000.1601250
2025-01-19 14:01:49,,10000.1601062
2025-01-19 14:04:10,,10000.1603594
2025-01-19 14:06:31,,10000.1601717
2025-01-19 14:08:52,,10000.1600870
2025-01-19 14:11:12,,10000.1601010
2025-01-19 14:13:33,,10000.1599954
2025-01-19 14:15:54,,10000.1602777
2025-01-19 14:18:15,,10000.1601669
2025-01-19 14:21:02,26.1630400,
2025-01-19 14:21:02,,10000.1600290
2025-01-19 14:24:23,,10000.1601829
2025-01-19 14:26:43,,10000.1601995
2025-01-19 14:29:04,,10000.1600289
2025-01-19 14:31:24,,10000.1602333
2025-01-19 14:33:45,,10000.1601341
2025-01-19 14:36:06,,10000.1602015
2025-01-19 14:38:26,,10000.1601345
2025-01-19 14:40:47,,10000.1601619
2025-01-19 14:43:08,,10000.1602568
2025-01-19 14:45:28,,10000.1602233
2025-01-19 14:47:49,,10000.1601518
2025-01-19 14:50:10,,10000.1602115
2025-01-19 14:52:30,,10000.1600970
2025-01-19 14:54:51,,10000.1602074
2025-01-19 14:57:11,,10000.1600577
2025-01-19 14:59:32,,10000.1601818
2025-01-19 15:01:53,,10000.1600843
2025-01-19 15:04:13,,10000.1601431
2025-01-19 15:06:34,,10000.1602639
2025-01-19 15:09:21,26.0788400,
2025-01-19 15:09:21,,10000.1600622
2025-01-19 15:12:42,,10000.1602629
2025-01-19 15:15:04,,10000.1600654
2025-01-19 15:17:25,,10000.1601277
2025-01-19 15:19:46,,10000.1601508
2025-01-19 15:22:07,,10000.1602445
2025-01-19 15:24:27,,10000.1601519
2025-01-19 15:26:48,,10000.1600245
2025-01-19 15:29:09,,10000.1601509
2025-01-19 15:31:30,,10000.1600301
2025-01-19 15:33:51,,10000.1601871
2025-01-19 15:36:11,,10000.1602788
2025-01-19 15:38:33,,10000.1600023
2025-01-19 15:40:53,,10000.1601673
2025-01-19 15:43:14,,10000.1601678
2025-01-19 15:45:35,,10000.1600434
2025-01-19 15:47:55,,10000.1600906
2025-01-19 15:50:16,,10000.1601664
2025-01-19 15:52:37,,10000.1602174
2025-01-19 15:54:58,,10000.1601124
2025-01-19 15:57:47,25.9918400,
2025-01-19 15:57:47,,10000.1601024
2025-01-19 16:01:08,,10000.1602583
2025-01-19 16:03:30,,10000.1601152
2025-01-19 16:05:50,,10000.1601556
2025-01-19 16:08:11,,10000.1601881
2025-01-19 16:10:32,,10000.1600997
2025-01-19 16:12:52,,10000.1601288
2025-01-19 16:15:12,,10000.1600727
2025-01-19 16:17:33,,10000.1602004
2025-01-19 16:19:54,,10000.1601463
2025-01-19 16:22:15,,10000.1601194
2025-01-19 16:24:35,,10000.1601533
2025-01-19 16:26:57,,10000.1601631
2025-01-19 16:29:18,,10000.1601719
2025-01-19 16:31:38,,10000.1602407
2025-01-19 16:33:58,,10000.1602392
2025-01-19 16:36:19,,10000.1602657
2025-01-19 16:38:40,,10000.1601815
2025-01-19 16:41:00,,10000.1601843
2025-01-19 16:43:21,,10000.1601477
2025-01-19 16:46:09,25.8979800,
2025-01-19 16:46:09,,10000.1601841
2025-01-19 16:49:33,,10000.1603234
2025-01-19 16:51:53,,10000.1601506
2025-01-19 16:54:15,,10000.1601732
2025-01-19 16:56:35,,10000.1601690
2025-01-19 16:58:56,,10000.1601852
2025-01-19 17:01:17,,10000.1601707
2025-01-19 17:03:38,,10000.1601024
2025-01-19 17:05:58,,10000.1601971
2025-01-19 17:08:19,,10000.1601055
2025-01-19 17:10:40,,10000.1601681
2025-01-19 17:13:00,,10000.1601350
2025-01-19 17:15:20,,10000.1601559
2025-01-19 17:17:40,,10000.1600801
2025-01-19 17:20:00,,10000.1601869
2025-01-19 17:22:20,,10000.1601683
2025-01-19 17:24:41,,10000.1601831
2025-01-19 17:27:01,,10000.1601916
2025-01-19 17:29:27,,10000.1602305
2025-01-19 17:31:47,,10000.1602391
2025-01-19 17:34:34,25.8125100,
2025-01-19 17:34:34,,10000.1601794
2025-01-19 17:37:55,,10000.1602487
2025-01-19 17:40:15,,10000.1602682
2025-01-19 17:42:36,,10000.1601432
2025-01-19 17:44:56,,10000.1602926
2025-01-19 17:47:16,,10000.1602108
2025-01-19 17:49:36,,10000.1602144
2025-01-19 17:51:56,,10000.1601091
2025-01-19 17:54:16,,10000.1601038
2025-01-19 17:56:36,,10000.1601325
2025-01-19 17:58:56,,10000.1601700
2025-01-19 18:01:16,,10000.1602407
2025-01-19 18:03:36,,10000.1602225
2025-01-19 18:05:56,,10000.1601747
2025-01-19 18:08:16,,10000.1601477
2025-01-19 18:10:36,,10000.1602674
2025-01-19 18:12:56,,10000.1602846
2025-01-19 18:15:17,,10000.1602802
2025-01-19 18:17:37,,10000.1601618
2025-01-19 18:19:58,,10000.1601974
2025-01-19 18:22:44,25.7239700,
2025-01-19 18:22:44,,10000.1602765
2025-01-19 18:26:04,,10000.1602744
2025-01-19 18:28:24,,10000.1603196
2025-01-19 18:30:45,,10000.1602790
2025-01-19 18:33:05,,10000.1601953
2025-01-19 18:35:25,,10000.1602417
2025-01-19 18:37:45,,10000.1603584
2025-01-19 18:40:06,,10000.1602410
2025-01-19 18:42:26,,10000.1602534
2025-01-19 18:44:45,,10000.1601289
2025-01-19 18:47:06,,10000.1601978
2025-01-19 18:49:26,,10000.1603370
2025-01-19 18:51:46,,10000.1602550
2025-01-19 18:54:07,,10000.1602056
2025-01-19 18:56:27,,10000.1601897
2025-01-19 18:58:47,,10000.1602297
2025-01-19 19:01:07,,10000.1601278
2025-01-19 19:03:27,,10000.1602935
2025-01-19 19:05:47,,10000.1602379
2025-01-19 19:08:07,,10000.1602166
2025-01-19 19:10:54,25.6384100,
2025-01-19 19:10:54,,10000.1602179
2025-01-19 19:14:14,,10000.1602477
2025-01-19 19:16:34,,10000.1601975
2025-01-19 19:18:54,,10000.1602438
2025-01-19 19:21:14,,10000.1602131
2025-01-19 19:23:35,,10000.1601545
2025-01-19 19:25:55,,10000.1602085
2025-01-19 19:28:15,,10000.1601979
2025-01-19 19:30:35,,10000.1601472
2025-01-19 19:32:55,,10000.1601232
2025-01-19 19:35:16,,10000.1602122
2025-01-19 19:37:36,,10000.1601538
2025-01-19 19:39:56,,10000.1601891
2025-01-19 19:42:16,,10000.1602521
2025-01-19 19:44:36,,10000.1602916
2025-01-19 19:46:56,,10000.1603012
2025-01-19 19:49:17,,10000.1601561
2025-01-19 19:51:37,,10000.1602965
2025-01-19 19:53:57,,10000.1601567
2025-01-19 19:56:17,,10000.1603536
2025-01-19 19:59:04,25.5489400,
2025-01-19 19:59:04,,10000.1602509
2025-01-19 20:02:31,,10000.1601309
2025-01-19 20:04:51,,10000.1602916
2025-01-19 20:07:11,,10000.1603215
2025-01-19 20:09:32,,10000.1603187
2025-01-19 20:11:52,,10000.1602690
2025-01-19 20:14:12,,10000.1603117
2025-01-19 20:16:32,,10000.1602995
2025-01-19 20:18:53,,10000.1603603
2025-01-19 20:21:13,,10000.1603032
2025-01-19 20:23:33,,10000.1601798
2025-01-19 20:25:53,,10000.1601735
2025-01-19 20:28:13,,10000.1602550
2025-01-19 20:30:34,,10000.1601445
2025-01-19 20:32:53,,10000.1601848
2025-01-19 20:35:14,,10000.1603679
2025-01-19 20:37:34,,10000.1603356
2025-01-19 20:39:54,,10000.1603358
2025-01-19 20:42:14,,10000.1603000
2025-01-19 20:44:35,,10000.1602373
2025-01-19 20:47:21,25.4555900,
2025-01-19 20:47:21,,10000.1603403
2025-01-19 20:50:41,,10000.1602712
2025-01-19 20:53:02,,10000.1602534
2025-01-19 20:55:22,,10000.1603409
2025-01-19 20:57:42,,10000.1600448
2025-01-19 21:00:02,,10000.1602383
2025-01-19 21:02:22,,10000.1603246
2025-01-19 21:04:43,,10000.1602158
2025-01-19 21:07:03,,10000.1603525
2025-01-19 21:09:23,,10000.1602647
2025-01-19 21:11:43,,10000.1602899
2025-01-19 21:14:03,,10000.1602963
2025-01-19 21:16:23,,10000.1603380
2025-01-19 21:18:43,,10000.1602591
2025-01-19 21:21:04,,10000.1602718
2025-01-19 21:23:24,,10000.1602724
2025-01-19 21:25:44,,10000.1603237
2025-01-19 21:28:04,,10000.1602202
2025-01-19 21:30:24,,10000.1604558
2025-01-19 21:32:44,,10000.1601976
2025-01-19 21:35:31,25.3687300,
2025-01-19 21:35:31,,10000.1602693
2025-01-19 21:38:51,,10000.1603526
2025-01-19 21:41:11,,10000.1602481
2025-01-19 21:43:31,,10000.1602962
2025-01-19 21:45:51,,10000.1602012
2025-01-19 21:48:11,,10000.1602201
2025-01-19 21:50:31,,10000.1603071
2025-01-19 21:52:51,,10000.1603557
2025-01-19 21:55:12,,10000.1601990
2025-01-19 21:57:32,,10000.1603015
2025-01-19 21:59:52,,10000.1601557
2025-01-19 22:02:13,,10000.1602666
2025-01-19 22:04:32,,10000.1602432
2025-01-19 22:06:52,,10000.1603180
2025-01-19 22:09:13,,10000.1602725
2025-01-19 22:11:33,,10000.1603539
2025-01-19 22:13:53,,10000.1603651
2025-01-19 22:16:13,,10000.1603085
2025-01-19 22:18:33,,10000.1603455
2025-01-19 22:20:53,,10000.1604289
2025-01-19 22:23:40,25.2857600,
2025-01-19 22:23:40,,10000.1604100
2025-01-19 22:27:00,,10000.1604818
2025-01-19 22:29:20,,10000.1603050
2025-01-19 22:31:40,,10000.1603012
2025-01-19 22:34:00,,10000.1602965
2025-01-19 22:36:20,,10000.1602475
2025-01-19 22:38:40,,10000.1602550
2025-01-19 22:41:00,,10000.1603426
2025-01-19 22:43:21,,10000.1603519
2025-01-19 22:45:41,,10000.1603986
2025-01-19 22:48:01,,10000.1602475
2025-01-19 22:50:21,,10000.1603955
2025-01-19 22:52:42,,10000.1603240
2025-01-19 22:55:02,,10000.1602825
2025-01-19 22:57:22,,10000.1603053
2025-01-19 22:59:42,,10000.1603135
2025-01-19 23:02:02,,10000.1603079
2025-01-19 23:04:23,,10000.1602678
2025-01-19 23:06:49,,10000.1603099
2025-01-19 23:09:09,,10000.1603700
2025-01-19 23:11:56,25.1953100,
2025-01-19 23:11:56,,10000.1601586
2025-01-19 23:15:18,,10000.1602606
2025-01-19 23:17:40,,10000.1602955
2025-01-19 23:20:03,,10000.1603177
2025-01-19 23:22:26,,10000.1602825
2025-01-19 23:24:47,,10000.1602467
2025-01-19 23:27:10,,10000.1603218
2025-01-19 23:29:38,,10000.1603212
2025-01-19 23:32:00,,10000.1603019
2025-01-19 23:34:22,,10000.1603975
2025-01-19 23:36:47,,10000.1603418
2025-01-19 23:39:10,,10000.1603047
2025-01-19 23:41:30,,10000.1603120
2025-01-19 23:43:51,,10000.1602944
2025-01-19 23:46:16,,10000.1602536
2025-01-19 23:48:39,,10000.1603179
2025-01-19 23:51:02,,10000.1603317
2025-01-19 23:53:24,,10000.1604173
2025-01-19 23:55:46,,10000.1602322
2025-01-19 23:58:10,,10000.1601493
2025-01-20 00:01:03,25.1044500,
2025-01-20 00:01:03,,10000.1603451
2025-01-20 00:04:25,,10000.1603635
2025-01-20 00:06:47,,10000.1604118
2025-01-20 00:09:08,,10000.1602567
2025-01-20 00:11:32,,10000.1603343
2025-01-20 00:13:56,,10000.1602400
2025-01-20 00:16:18,,10000.1602991
2025-01-20 00:18:41,,10000.1602546
2025-01-20 00:21:01,,10000.1603689
2025-01-20 00:23:26,,10000.1603179
2025-01-20 00:25:48,,10000.1603123
2025-01-20 00:28:11,,10000.1603741
2025-01-20 00:30:34,,10000.1603686
2025-01-20 00:32:58,,10000.1603680
2025-01-20 00:35:23,,10000.1603329
2025-01-20 00:37:47,,10000.1602681
2025-01-20 00:40:10,,10000.1604265
2025-01-20 00:42:34,,10000.1602909
2025-01-20 00:44:55,,10000.1602791
2025-01-20 00:47:20,,10000.1602350
2025-01-20 00:50:10,25.0149900,
2025-01-20 00:50:10,,10000.1602221
2025-01-20 00:53:33,,10000.1603977
2025-01-20 00:55:56,,10000.1603429
2025-01-20 00:58:19,,10000.1602233
2025-01-20 01:00:44,,10000.1603178
2025-01-20 01:03:07,,10000.1602459
2025-01-20 01:05:32,,10000.1601575
2025-01-20 01:07:58,,10000.1603653
2025-01-20 01:10:23,,10000.1603884
2025-01-20 01:12:46,,10000.1602801
2025-01-20 01:15:11,,10000.1603773
2025-01-20 01:17:36,,10000.1602810
2025-01-20 01:20:00,,10000.1604076
2025-01-20 01:22:23,,10000.1603598
2025-01-20 01:24:44,,10000.1603258
2025-01-20 01:27:06,,10000.1602546
2025-01-20 01:29:29,,10000.1603675
2025-01-20 01:31:49,,10000.1603714
2025-01-20 01:34:13,,10000.1604009
2025-01-20 01:36:36,,10000.1604736
2025-01-20 01:39:26,24.9273800,
2025-01-20 01:39:26,,10000.1602668
2025-01-20 01:42:47,,10000.1603249
2025-01-20 01:45:10,,10000.1603711
2025-01-20 01:47:31,,10000.1603918
2025-01-20 01:49:55,,10000.1603237
2025-01-20 01:52:17,,10000.1603043
2025-01-20 01:54:37,,10000.1602484
2025-01-20 01:57:01,,10000.1603586
2025-01-20 01:59:21,,10000.1603959
2025-01-20 02:01:43,,10000.1602311
2025-01-20 02:04:06,,10000.1601916
2025-01-20 02:06:28,,10000.1603011
2025-01-20 02:08:50,,10000.1603325
2025-01-20 02:11:12,,10000.1602868
2025-01-20 02:13:33,,10000.1603580
2025-01-20 02:15:57,,10000.1603401
2025-01-20 02:18:19,,10000.1604472
2025-01-20 02:20:40,,10000.1604377
2025-01-20 02:23:03,,10000.1601652
2025-01-20 02:25:25,,10000.1604468
2025-01-20 02:28:16,24.8395000,
2025-01-20 02:28:16,,10000.1602565
2025-01-20 02:31:38,,10000.1602598
2025-01-20 02:34:02,,10000.1602899
2025-01-20 02:36:23,,10000.1603547
2025-01-20 02:38:45,,10000.1602809
2025-01-20 02:41:12,,10000.1602367
2025-01-20 02:43:35,,10000.1604209
2025-01-20 02:45:56,,10000.1603774
2025-01-20 02:48:19,,10000.1604787
2025-01-20 02:50:40,,10000.1603581
2025-01-20 02:53:01,,10000.1603680
2025-01-20 02:55:23,,10000.1602230
2025-01-20 02:57:47,,10000.1602122
2025-01-20 03:00:09,,10000.1604691
2025-01-20 03:02:34,,10000.1603591
2025-01-20 03:04:57,,10000.1603583
2025-01-20 03:07:21,,10000.1602546
2025-01-20 03:09:45,,10000.1603137
2025-01-20 03:12:06,,10000.1603835
2025-01-20 03:14:28,,10000.1603786
2025-01-20 03:17:18,24.7515000,
2025-01-20 03:17:18,,10000.1604170
2025-01-20 03:20:40,,10000.1603237
2025-01-20 03:23:03,,10000.1604839
2025-01-20 03:25:25,,10000.1604006
2025-01-20 03:27:47,,10000.1603046
2025-01-20 03:30:10,,10000.1602688
2025-01-20 03:32:31,,10000.1604754
2025-01-20 03:34:54,,10000.1603314
2025-01-20 03:37:18,,10000.1603394
2025-01-20 03:39:41,,10000.1603318
2025-01-20 03:42:04,,10000.1603648
2025-01-20 03:44:28,,10000.1603452
2025-01-20 03:46:52,,10000.1603861
2025-01-20 03:49:15,,10000.1603930
2025-01-20 03:51:37,,10000.1603834
2025-01-20 03:54:00,,10000.1603980
2025-01-20 03:56:23,,10000.1603733
2025-01-20 03:58:45,,10000.1603178
2025-01-20 04:01:07,,10000.1602898
2025-01-20 04:03:31,,10000.1602897
2025-01-20 04:06:23,24.6640200,
2025-01-20 04:06:23,,10000.1604399
2025-01-20 04:09:47,,10000.1603717
2025-01-20 04:12:10,,10000.1602943
2025-01-20 04:14:37,,10000.1604114
2025-01-20 04:16:57,,10000.1603092
2025-01-20 04:19:19,,10000.1603084
2025-01-20 04:21:39,,10000.1603438
2025-01-20 04:24:00,,10000.1603769
2025-01-20 04:26:24,,10000.1603505
2025-01-20 04:28:49,,10000.1604471
2025-01-20 04:31:16,,10000.1602781
2025-01-20 04:33:37,,10000.1602593
2025-01-20 04:36:05,,10000.1603186
2025-01-20 04:38:31,,10000.1603613
2025-01-20 04:40:56,,10000.1603133
2025-01-20 04:43:18,,10000.1603026
2025-01-20 04:45:41,,10000.1602633
2025-01-20 04:48:06,,10000.1603229
2025-01-20 04:50:28,,10000.1603906
2025-01-20 04:52:49,,10000.1602148
2025-01-20 04:55:38,24.5763000,
2025-01-20 04:55:38,,10000.1602291
2025-01-20 04:59:03,,10000.1603293
2025-01-20 05:01:25,,10000.1601946
2025-01-20 05:03:48,,10000.1602964
2025-01-20 05:06:10,,10000.1603586
2025-01-20 05:08:33,,10000.1602223
2025-01-20 05:10:53,,10000.1604903
2025-01-20 05:13:17,,10000.1603908
2025-01-20 05:15:37,,10000.1602919
2025-01-20 05:17:57,,10000.1603077
2025-01-20 05:20:18,,10000.1603256
2025-01-20 05:22:38,,10000.1603690
2025-01-20 05:24:58,,10000.1602797
2025-01-20 05:27:18,,10000.1603467
2025-01-20 05:29:38,,10000.1603076
2025-01-20 05:31:58,,10000.1603749
2025-01-20 05:34:18,,10000.1603121
2025-01-20 05:36:38,,10000.1603546
2025-01-20 05:38:59,,10000.1603979
2025-01-20 05:41:19,,10000.1603288
2025-01-20 05:44:06,24.4850300,
2025-01-20 05:44:06,,10000.1603693
2025-01-20 05:47:26,,10000.1603442
2025-01-20 05:49:46,,10000.1602888
2025-01-20 05:52:07,,10000.1603024
2025-01-20 05:54:33,,10000.1603281
2025-01-20 05:56:53,,10000.1603882
2025-01-20 05:59:13,,10000.1602764
2025-01-20 06:01:33,,10000.1601612
2025-01-20 06:03:53,,10000.1601617
2025-01-20 06:06:14,,10000.1602211
2025-01-20 06:08:34,,10000.1602245
2025-01-20 06:10:54,,10000.1603433
2025-01-20 06:13:15,,10000.1602738
2025-01-20 06:15:35,,10000.1603505
2025-01-20 06:17:55,,10000.1603662
2025-01-20 06:20:15,,10000.1603771
2025-01-20 06:22:35,,10000.1602249
2025-01-20 06:24:55,,10000.1602920
2025-01-20 06:27:15,,10000.1603091
2025-01-20 06:29:36,,10000.1603074
2025-01-20 06:32:29,24.3966800,
2025-01-20 06:32:29,,10000.1602909
2025-01-20 06:35:49,,10000.1603908
2025-01-20 06:38:09,,10000.1603943
2025-01-20 06:40:30,,10000.1602562
2025-01-20 06:42:50,,10000.1603727
2025-01-20 06:45:10,,10000.1604038
2025-01-20 06:47:31,,10000.1603723
2025-01-20 06:49:51,,10000.1603119
2025-01-20 06:52:11,,10000.1602653
2025-01-20 06:54:31,,10000.1603878
2025-01-20 06:56:51,,10000.1603398
2025-01-20 06:59:11,,10000.1603721
2025-01-20 07:01:31,,10000.1603311
2025-01-20 07:03:52,,10000.1604347
2025-01-20 07:06:12,,10000.1603912
2025-01-20 07:08:32,,10000.1603921
2025-01-20 07:10:52,,10000.1604098
2025-01-20 07:13:13,,10000.1602834
2025-01-20 07:15:32,,10000.1603211
2025-01-20 07:17:52,,10000.1603192
2025-01-20 07:20:39,24.3055700,
2025-01-20 07:20:39,,10000.1603005
2025-01-20 07:23:59,,10000.1604440
2025-01-20 07:26:20,,10000.1602870
2025-01-20 07:28:40,,10000.1602375
2025-01-20 07:31:00,,10000.1601944
2025-01-20 07:33:20,,10000.1602534
2025-01-20 07:35:40,,10000.1602805
2025-01-20 07:38:00,,10000.1601965
2025-01-20 07:40:20,,10000.1602051
2025-01-20 07:42:41,,10000.1602533
2025-01-20 07:45:00,,10000.1602850
2025-01-20 07:47:20,,10000.1603402
2025-01-20 07:49:40,,10000.1603485
2025-01-20 07:52:01,,10000.1602040
2025-01-20 07:54:20,,10000.1604320
2025-01-20 07:56:41,,10000.1604249
2025-01-20 07:59:01,,10000.1603801
2025-01-20 08:01:20,,10000.1602694
2025-01-20 08:03:41,,10000.1602913
2025-01-20 08:06:01,,10000.1603977
2025-01-20 08:08:47,24.2165800,
2025-01-20 08:08:47,,10000.1603429
2025-01-20 08:12:08,,10000.1603234
2025-01-20 08:14:28,,10000.1604188
2025-01-20 08:16:48,,10000.1602501
2025-01-20 08:19:08,,10000.1603440
2025-01-20 08:21:28,,10000.1602769
2025-01-20 08:23:48,,10000.1602751
2025-01-20 08:26:08,,10000.1603289
2025-01-20 08:28:28,,10000.1602670
2025-01-20 08:30:48,,10000.1603799
2025-01-20 08:33:09,,10000.1602555
2025-01-20 08:35:29,,10000.1603061
2025-01-20 08:37:49,,10000.1602429
2025-01-20 08:40:09,,10000.1605452
2025-01-20 08:42:29,,10000.1603175
2025-01-20 08:44:49,,10000.1602499
2025-01-20 08:47:11,,10000.1602334
2025-01-20 08:49:31,,10000.1602039
2025-01-20 08:51:51,,10000.1604461
2025-01-20 08:54:11,,10000.1602990
2025-01-20 08:56:58,24.1292500,
2025-01-20 08:56:58,,10000.1604361
2025-01-20 09:00:18,,10000.1603227
2025-01-20 09:02:39,,10000.1603088
2025-01-20 09:04:59,,10000.1603341
2025-01-20 09:07:19,,10000.1602066
2025-01-20 09:09:39,,10000.1603036
2025-01-20 09:12:00,,10000.1602873
2025-01-20 09:14:20,,10000.1602464
2025-01-20 09:16:40,,10000.1602026
2025-01-20 09:19:00,,10000.1602304
2025-01-20 09:21:20,,10000.1603123
2025-01-20 09:23:40,,10000.1603843
2025-01-20 09:26:00,,10000.1602926
2025-01-20 09:28:21,,10000.1603248
2025-01-20 09:30:41,,10000.1602479
2025-01-20 09:33:02,,10000.1602900
2025-01-20 09:35:22,,10000.1602610
2025-01-20 09:37:42,,10000.1602074
2025-01-20 09:40:02,,10000.1603856
2025-01-20 09:42:23,,10000.1602645
2025-01-20 09:45:10,24.0382100,
2025-01-20 09:45:10,,10000.1602022
2025-01-20 09:48:30,,10000.1602097
2025-01-20 09:50:50,,10000.1602107
2025-01-20 09:53:10,,10000.1602738
2025-01-20 09:55:31,,10000.1602680
2025-01-20 09:57:51,,10000.1602431
2025-01-20 10:00:11,,10000.1603061
2025-01-20 10:02:31,,10000.1603636
2025-01-20 10:04:51,,10000.1600049
2025-01-20 10:07:11,,10000.1602532
2025-01-20 10:09:32,,10000.1601987
2025-01-20 10:11:52,,10000.1601711
2025-01-20 10:14:12,,10000.1601682
2025-01-20 10:16:33,,10000.1602731
2025-01-20 10:18:53,,10000.1603123
2025-01-20 10:21:13,,10000.1601909
2025-01-20 10:23:32,,10000.1602004
2025-01-20 10:25:53,,10000.1603131
2025-01-20 10:28:13,,10000.1603828
2025-01-20 10:30:33,,10000.1603134
2025-01-20 10:33:20,23.9480900,
2025-01-20 10:33:20,,10000.1604204
2025-01-20 10:36:40,,10000.1601582
2025-01-20 10:39:00,,10000.1601826
2025-01-20 10:41:21,,10000.1603265
2025-01-20 10:43:41,,10000.1601823
2025-01-20 10:46:01,,10000.1602830
2025-01-20 10:48:21,,10000.1601775
2025-01-20 10:50:41,,10000.1601496
