"Time","Keysight 34420A Bridge_voltage","Well PT100 DUT_Temperature"
2025-08-07 12:54:30,1000.2948642,
2025-08-07 12:55:00,,26.7675781
2025-08-07 12:55:41,1000.2947618,
2025-08-07 12:56:00,,26.8095703
2025-08-07 12:56:52,1000.2951253,
2025-08-07 12:57:00,,26.8681641
2025-08-07 12:58:02,1000.2952375,
2025-08-07 12:59:00,,26.8525391
2025-08-07 12:59:13,1000.2951389,
2025-08-07 13:00:00,,26.8300781
2025-08-07 13:00:24,1000.2950695,
2025-08-07 13:01:00,,26.8125000
2025-08-07 13:01:35,1000.2951831,
2025-08-07 13:02:00,,26.7998047
2025-08-07 13:02:45,1000.2952487,
2025-08-07 13:03:00,,26.8574219
2025-08-07 13:03:56,1000.2956106,
2025-08-07 13:04:00,,26.9033203
2025-08-07 13:05:07,1000.2957574,
2025-08-07 13:06:00,,26.8857422
2025-08-07 13:06:17,1000.2957293,
2025-08-07 13:07:00,,26.8652344
2025-08-07 13:07:27,1000.2961216,
2025-08-07 13:08:00,,26.8505859
2025-08-07 13:08:38,1000.2958494,
2025-08-07 13:09:00,,26.8349609
2025-08-07 13:09:48,1000.2958243,
2025-08-07 13:10:00,,26.8906250
2025-08-07 13:10:58,1000.2960134,
2025-08-07 13:11:00,,26.9355469
2025-08-07 13:12:09,1000.2961646,
2025-08-07 13:13:00,,26.9179688
2025-08-07 13:13:19,1000.2961031,
2025-08-07 13:14:00,,26.9003906
2025-08-07 13:14:30,1000.2959801,
2025-08-07 13:15:00,,26.8828125
2025-08-07 13:15:40,1000.2960979,
2025-08-07 13:16:00,,26.8701172
2025-08-07 13:16:50,1000.2961224,
2025-08-07 13:17:00,,26.9306641
2025-08-07 13:18:01,1000.2964099,
2025-08-07 13:19:00,,26.9716797
2025-08-07 13:19:11,1000.2966061,
2025-08-07 13:20:00,,26.9531250
2025-08-07 13:20:22,1000.2965270,
2025-08-07 13:21:00,,26.9335938
2025-08-07 13:21:33,1000.2963960,
2025-08-07 13:22:00,,26.9160156
2025-08-07 13:22:43,1000.2967327,
2025-08-07 13:23:00,,26.9052734
2025-08-07 13:23:54,1000.2966710,
2025-08-07 13:24:00,,26.9687500
2025-08-07 13:25:04,1000.2970029,
2025-08-07 13:26:00,,27.0039063
2025-08-07 13:26:15,1000.2971156,
2025-08-07 13:27:00,,26.9833984
2025-08-07 13:27:25,1000.2971030,
2025-08-07 13:28:00,,26.9638672
2025-08-07 13:28:36,1000.2975182,
2025-08-07 13:29:00,,26.9482422
2025-08-07 13:29:46,1000.2971077,
2025-08-07 13:30:00,,26.9433594
2025-08-07 13:30:57,1000.2972042,
2025-08-07 13:31:00,,27.0166016
2025-08-07 13:32:07,1000.3031594,
2025-08-07 13:33:00,,27.0390625
2025-08-07 13:33:18,1000.3031054,
2025-08-07 13:34:00,,27.0195313
2025-08-07 13:34:28,1000.3029101,
2025-08-07 13:35:00,,26.9990234
2025-08-07 13:35:39,1000.3026699,
2025-08-07 13:36:00,,26.9833984
2025-08-07 13:36:49,1000.3024293,
2025-08-07 13:37:00,,26.9765625
2025-08-07 13:37:59,1000.3025493,
2025-08-07 13:38:00,,27.0498047
2025-08-07 13:39:10,1000.3027970,
2025-08-07 13:40:00,,27.0742188
2025-08-07 13:40:20,1000.3029010,
2025-08-07 13:41:00,,27.0517578
2025-08-07 13:41:31,1000.3027678,
2025-08-07 13:42:00,,27.0341797
2025-08-07 13:42:42,1000.3026438,
2025-08-07 13:43:00,,27.0166016
2025-08-07 13:43:52,1000.3025597,
2025-08-07 13:44:00,,27.0136719
2025-08-07 13:45:03,1000.3028058,
2025-08-07 13:46:00,,27.0917969
2025-08-07 13:46:13,1000.3030907,
2025-08-07 13:47:00,,27.1074219
2025-08-07 13:47:24,1000.3032174,
2025-08-07 13:48:00,,27.0849609
2025-08-07 13:48:35,1000.3030952,
2025-08-07 13:49:00,,27.0673828
2025-08-07 13:49:45,1000.3029681,
2025-08-07 13:50:00,,27.0517578
2025-08-07 13:50:56,1000.3029373,
2025-08-07 13:51:00,,27.0517578
2025-08-07 13:52:07,1000.3031347,
2025-08-07 13:53:00,,27.1269531
2025-08-07 13:53:17,1000.3034908,
2025-08-07 13:54:00,,27.1347656
2025-08-07 13:54:27,1000.3037034,
2025-08-07 13:55:00,,27.1152344
2025-08-07 13:55:38,1000.3037736,
2025-08-07 13:56:00,,27.0976563
2025-08-07 13:56:48,1000.3035525,
2025-08-07 13:57:00,,27.0849609
2025-08-07 13:57:59,1000.3036954,
2025-08-07 13:58:00,,27.0976563
2025-08-07 13:59:09,1000.3040301,
2025-08-07 14:00:00,,27.1650391
2025-08-07 14:00:20,1000.3043816,
2025-08-07 14:01:00,,27.1630859
2025-08-07 14:01:31,1000.3044415,
2025-08-07 14:02:00,,27.1474609
2025-08-07 14:02:41,1000.3043283,
2025-08-07 14:03:00,,27.1347656
2025-08-07 14:03:52,1000.3042453,
2025-08-07 14:04:00,,27.1201172
2025-08-07 14:05:02,1000.3043101,
2025-08-07 14:06:00,,27.1503906
2025-08-07 14:06:13,1000.3046276,
2025-08-07 14:07:00,,27.2001953
2025-08-07 14:07:23,1000.3048944,
2025-08-07 14:08:00,,27.1904297
2025-08-07 14:08:34,1000.3049009,
2025-08-07 14:09:00,,27.1777344
2025-08-07 14:09:45,1000.3048050,
2025-08-07 14:10:00,,27.1650391
2025-08-07 14:10:55,1000.3047224,
2025-08-07 14:11:00,,27.1572266
2025-08-07 14:12:06,1000.3047790,
2025-08-07 14:13:00,,27.2050781
2025-08-07 14:13:16,1000.3052595,
2025-08-07 14:14:00,,27.2304688
2025-08-07 14:14:27,1000.3051867,
2025-08-07 14:15:00,,27.2207031
2025-08-07 14:15:37,1000.3050171,
2025-08-07 14:16:00,,27.2080078
2025-08-07 14:16:48,1000.3049452,
2025-08-07 14:17:00,,27.1953125
2025-08-07 14:17:59,1000.3050066,
2025-08-07 14:18:00,,27.2001953
2025-08-07 14:19:09,1000.3049823,
2025-08-07 14:20:00,,27.2558594
2025-08-07 14:20:20,1000.3051893,
2025-08-07 14:21:00,,27.2656250
2025-08-07 14:21:30,1000.3051716,
2025-08-07 14:22:00,,27.2529297
2025-08-07 14:22:40,1000.3051206,
2025-08-07 14:23:00,,27.2382813
2025-08-07 14:23:51,1000.3054110,
2025-08-07 14:24:00,,27.2255859
2025-08-07 14:25:01,1000.3048992,
2025-08-07 14:26:00,,27.2333984
2025-08-07 14:26:12,1000.3048745,
2025-08-07 14:27:00,,27.3007813
2025-08-07 14:27:22,1000.3050792,
2025-08-07 14:28:00,,27.3066406
2025-08-07 14:28:33,1000.3050786,
2025-08-07 14:29:00,,27.2910156
2025-08-07 14:29:43,1000.3048746,
2025-08-07 14:30:00,,27.2734375
2025-08-07 14:30:54,1000.3051567,
2025-08-07 14:31:00,,27.2607422
2025-08-07 14:32:05,1000.3047289,
2025-08-07 14:33:00,,27.2607422
2025-08-07 14:33:16,1000.3048162,
2025-08-07 14:34:00,,27.3291016
2025-08-07 14:34:26,1000.3051179,
2025-08-07 14:35:00,,27.3417969
2025-08-07 14:35:37,1000.3051606,
2025-08-07 14:36:00,,27.3261719
2025-08-07 14:36:47,1000.3051135,
2025-08-07 14:37:00,,27.3115234
2025-08-07 14:37:58,1000.3053858,
2025-08-07 14:38:00,,27.2958984
2025-08-07 14:39:08,1000.3050074,
2025-08-07 14:40:00,,27.2958984
2025-08-07 14:40:18,1000.3051364,
2025-08-07 14:41:00,,27.3613281
2025-08-07 14:41:29,1000.3054275,
2025-08-07 14:42:00,,27.3720703
2025-08-07 14:42:40,1000.3053360,
2025-08-07 14:43:00,,27.3564453
2025-08-07 14:43:50,1000.3057550,
2025-08-07 14:44:00,,27.3417969
2025-08-07 14:45:01,1000.3053917,
2025-08-07 14:46:00,,27.3291016
2025-08-07 14:46:11,1000.3052145,
2025-08-07 14:47:00,,27.3417969
2025-08-07 14:47:22,1000.3054885,
2025-08-07 14:48:00,,27.4023438
2025-08-07 14:48:32,1000.3056246,
2025-08-07 14:49:00,,27.4091797
2025-08-07 14:49:43,1000.3055600,
2025-08-07 14:50:00,,27.3945313
2025-08-07 14:50:54,1000.3058879,
2025-08-07 14:51:00,,27.3769531
2025-08-07 14:52:04,1000.3056626,
2025-08-07 14:53:00,,27.3671875
2025-08-07 14:53:15,1000.3055554,
2025-08-07 14:54:00,,27.3691406
2025-08-07 14:54:25,1000.3059010,
2025-08-07 14:55:00,,27.4394531
2025-08-07 14:55:36,1000.3060242,
2025-08-07 14:56:00,,27.4501953
2025-08-07 14:56:47,1000.3060060,
2025-08-07 14:57:00,,27.4296875
2025-08-07 14:57:57,1000.3059365,
2025-08-07 14:58:00,,27.4121094
2025-08-07 14:59:07,1000.3061485,
2025-08-07 15:00:00,,27.3994141
2025-08-07 15:00:18,1000.3059906,
2025-08-07 15:01:00,,27.3994141
2025-08-07 15:01:29,1000.3060373,
2025-08-07 15:02:00,,27.4697266
2025-08-07 15:02:39,1000.3062409,
2025-08-07 15:03:00,,27.4853516
2025-08-07 15:03:50,1000.3063378,
2025-08-07 15:04:00,,27.4677734
2025-08-07 15:05:00,1000.3062436,
2025-08-07 15:06:00,,27.4521484
2025-08-07 15:06:11,1000.3064764,
2025-08-07 15:07:00,,27.4375000
2025-08-07 15:07:21,1000.3062568,
2025-08-07 15:08:00,,27.4345703
2025-08-07 15:08:32,1000.3062867,
2025-08-07 15:09:00,,27.5000000
2025-08-07 15:09:42,1000.3065897,
2025-08-07 15:10:00,,27.5175781
2025-08-07 15:10:53,1000.3066959,
2025-08-07 15:11:00,,27.5000000
2025-08-07 15:12:04,1000.3067596,
2025-08-07 15:13:00,,27.4853516
2025-08-07 15:13:14,1000.3069964,
2025-08-07 15:14:00,,27.4697266
2025-08-07 15:14:24,1000.3067780,
2025-08-07 15:15:00,,27.4746094
2025-08-07 15:15:34,1000.3069134,
2025-08-07 15:16:00,,27.5351563
2025-08-07 15:16:45,1000.3071630,
2025-08-07 15:17:00,,27.5527344
2025-08-07 15:17:56,1000.3073071,
2025-08-07 15:18:00,,27.5410156
2025-08-07 15:19:06,1000.3072515,
2025-08-07 15:20:00,,27.5224609
2025-08-07 15:20:16,1000.3071928,
2025-08-07 15:21:00,,27.5107422
2025-08-07 15:21:26,1000.3069835,
2025-08-07 15:22:00,,27.5048828
2025-08-07 15:22:37,1000.3069791,
2025-08-07 15:23:00,,27.5703125
2025-08-07 15:23:47,1000.3072101,
2025-08-07 15:24:00,,27.5908203
2025-08-07 15:24:58,1000.3072787,
2025-08-07 15:25:00,,27.5732422
2025-08-07 15:26:09,1000.3072034,
2025-08-07 15:27:00,,27.5585938
2025-08-07 15:27:19,1000.3075040,
2025-08-07 15:28:00,,27.5458984
2025-08-07 15:28:30,1000.3073158,
2025-08-07 15:29:00,,27.5410156
2025-08-07 15:29:41,1000.3074662,
2025-08-07 15:30:00,,27.6035156
2025-08-07 15:30:51,1000.3077486,
2025-08-07 15:31:00,,27.6210938
2025-08-07 15:32:02,1000.3078148,
2025-08-07 15:33:00,,27.6083984
2025-08-07 15:33:13,1000.3076505,
2025-08-07 15:34:00,,27.5937500
2025-08-07 15:34:24,1000.3078845,
2025-08-07 15:35:00,,27.5781250
2025-08-07 15:35:34,1000.3078913,
2025-08-07 15:36:00,,27.5810547
2025-08-07 15:36:44,1000.3079585,
2025-08-07 15:37:00,,27.6435547
2025-08-07 15:37:55,1000.3082514,
2025-08-07 15:38:00,,27.6591797
2025-08-07 15:39:06,1000.3083060,
2025-08-07 15:40:00,,27.6416016
2025-08-07 15:40:16,1000.3081777,
2025-08-07 15:41:00,,27.6259766
2025-08-07 15:41:26,1000.3083137,
2025-08-07 15:42:00,,27.6113281
2025-08-07 15:42:37,1000.3080471,
2025-08-07 15:43:00,,27.6162109
2025-08-07 15:43:47,1000.3081823,
2025-08-07 15:44:00,,27.6894531
2025-08-07 15:44:58,1000.3084726,
2025-08-07 15:45:00,,27.7021484
2025-08-07 15:46:08,1000.3081807,
2025-08-07 15:47:00,,27.6787109
2025-08-07 15:47:19,1000.3088215,
2025-08-07 15:48:00,,27.6640625
2025-08-07 15:48:29,1000.3086753,
2025-08-07 15:49:00,,27.6464844
2025-08-07 15:49:39,1000.3089830,
2025-08-07 15:50:00,,27.6416016
2025-08-07 15:50:49,1000.3088139,
2025-08-07 15:51:00,,27.7138672
2025-08-07 15:52:00,1000.3090894,
2025-08-07 15:53:00,,27.7470703
2025-08-07 15:53:11,1000.3091330,
2025-08-07 15:54:00,,27.7216797
2025-08-07 15:54:21,1000.3089467,
2025-08-07 15:55:00,,27.6962891
2025-08-07 15:55:31,1000.3086281,
2025-08-07 15:56:00,,27.6787109
2025-08-07 15:56:42,1000.3087196,
2025-08-07 15:57:00,,27.6718750
2025-08-07 15:57:52,1000.3086397,
2025-08-07 15:58:00,,27.7392578
2025-08-07 15:59:03,1000.3090392,
2025-08-07 16:00:00,,27.7802734
2025-08-07 16:00:14,1000.3091766,
2025-08-07 16:01:00,,27.7548828
2025-08-07 16:01:24,1000.3091364,
2025-08-07 16:02:00,,27.7324219
2025-08-07 16:02:35,1000.3088980,
2025-08-07 16:03:00,,27.7138672
2025-08-07 16:03:46,1000.3091605,
2025-08-07 16:04:00,,27.7070313
2025-08-07 16:04:56,1000.3093432,
2025-08-07 16:05:00,,27.7851563
2025-08-07 16:06:07,1000.3097279,
2025-08-07 16:07:00,,27.8046875
2025-08-07 16:07:18,1000.3098450,
2025-08-07 16:08:00,,27.7822266
2025-08-07 16:08:28,1000.3097250,
2025-08-07 16:09:00,,27.7617188
2025-08-07 16:09:38,1000.3099307,
2025-08-07 16:10:00,,27.7470703
2025-08-07 16:10:49,1000.3097086,
2025-08-07 16:11:00,,27.7548828
2025-08-07 16:11:59,1000.3097947,
2025-08-07 16:12:00,,27.8281250
2025-08-07 16:13:10,1000.3101624,
2025-08-07 16:14:00,,27.8330078
2025-08-07 16:14:20,1000.3101852,
2025-08-07 16:15:00,,27.8125000
2025-08-07 16:15:30,1000.3102527,
2025-08-07 16:16:00,,27.7978516
2025-08-07 16:16:40,1000.3106403,
2025-08-07 16:17:00,,27.7822266
2025-08-07 16:17:51,1000.3098808,
2025-08-07 16:18:00,,27.7998047
2025-08-07 16:19:01,1000.3106976,
2025-08-07 16:20:00,,27.8603516
2025-08-07 16:20:12,1000.3109719,
2025-08-07 16:21:00,,27.8603516
2025-08-07 16:21:23,1000.3109201,
2025-08-07 16:22:00,,27.8457031
2025-08-07 16:22:33,1000.3108214,
2025-08-07 16:23:00,,27.8300781
2025-08-07 16:23:44,1000.3112252,
2025-08-07 16:24:00,,27.8154297
2025-08-07 16:24:54,1000.3110825,
2025-08-07 16:25:00,,27.8554688
2025-08-07 16:26:04,1000.3113242,
2025-08-07 16:27:00,,27.8876953
2025-08-07 16:27:15,1000.3114126,
2025-08-07 16:28:00,,27.8857422
2025-08-07 16:28:26,1000.3113767,
2025-08-07 16:29:00,,27.8701172
2025-08-07 16:29:36,1000.3117133,
2025-08-07 16:30:00,,27.8583984
2025-08-07 16:30:47,1000.3115269,
2025-08-07 16:31:00,,27.8681641
2025-08-07 16:31:57,1000.3115815,
2025-08-07 16:32:00,,27.9130859
2025-08-07 16:33:08,1000.3117274,
2025-08-07 16:34:00,,27.9130859
2025-08-07 16:34:18,1000.3116849,
2025-08-07 16:35:00,,27.9003906
2025-08-07 16:35:29,1000.3118431,
2025-08-07 16:36:00,,27.8906250
2025-08-07 16:36:39,1000.3120091,
2025-08-07 16:37:00,,27.8955078
2025-08-07 16:37:49,1000.3120558,
2025-08-07 16:38:00,,27.9433594
2025-08-07 16:39:00,1000.3121828,
2025-08-07 16:40:00,,27.9589844
2025-08-07 16:40:10,1000.3121735,
2025-08-07 16:41:00,,27.9462891
2025-08-07 16:41:21,1000.3124566,
2025-08-07 16:42:00,,27.9287109
2025-08-07 16:42:32,1000.3125489,
2025-08-07 16:43:00,,27.9160156
2025-08-07 16:43:42,1000.3115932,
2025-08-07 16:44:00,,27.9257813
2025-08-07 16:44:53,1000.3122627,
2025-08-07 16:45:00,,27.9814453
2025-08-07 16:46:04,1000.3120114,
2025-08-07 16:47:00,,27.9960938
2025-08-07 16:47:14,1000.3128069,
2025-08-07 16:48:00,,27.9814453
2025-08-07 16:48:24,1000.3128449,
2025-08-07 16:49:00,,27.9609375
2025-08-07 16:49:35,1000.3126938,
2025-08-07 16:50:00,,27.9482422
2025-08-07 16:50:46,1000.3124381,
2025-08-07 16:51:00,,27.9511719
2025-08-07 16:51:56,1000.3125356,
2025-08-07 16:52:00,,28.0068359
2025-08-07 16:53:06,1000.3127104,
2025-08-07 16:54:00,,28.0087891
2025-08-07 16:54:17,1000.3126858,
2025-08-07 16:55:00,,27.9941406
2025-08-07 16:55:27,1000.3125386,
2025-08-07 16:56:00,,27.9785156
2025-08-07 16:56:37,1000.3124629,
2025-08-07 16:57:00,,27.9638672
2025-08-07 16:57:47,1000.3121013,
2025-08-07 16:58:00,,27.9511719
2025-08-07 16:58:58,1000.3118123,
2025-08-07 16:59:00,,27.9560547
2025-08-07 17:00:09,1000.3118967,
2025-08-07 17:01:00,,28.0039063
2025-08-07 17:01:19,1000.3121281,
2025-08-07 17:02:00,,28.0117188
2025-08-07 17:02:30,1000.3120820,
2025-08-07 17:03:00,,27.9941406
2025-08-07 17:03:40,1000.3118843,
2025-08-07 17:04:00,,27.9765625
2025-08-07 17:04:50,1000.3116102,
2025-08-07 17:05:00,,27.9609375
2025-08-07 17:06:01,1000.3115038,
2025-08-07 17:07:00,,27.9462891
2025-08-07 17:07:11,1000.3114659,
2025-08-07 17:08:00,,27.9589844
2025-08-07 17:08:22,1000.3117174,
2025-08-07 17:09:00,,28.0117188
2025-08-07 17:09:32,1000.3118711,
2025-08-07 17:10:00,,28.0136719
2025-08-07 17:10:43,1000.3118117,
2025-08-07 17:11:00,,27.9912109
2025-08-07 17:11:53,1000.3116114,
2025-08-07 17:12:00,,27.9736328
2025-08-07 17:13:04,1000.3112996,
2025-08-07 17:14:00,,27.9560547
2025-08-07 17:14:14,1000.3111352,
2025-08-07 17:15:00,,27.9433594
2025-08-07 17:15:24,1000.3111622,
2025-08-07 17:16:00,,27.9716797
2025-08-07 17:16:34,1000.3113338,
2025-08-07 17:17:00,,28.0136719
2025-08-07 17:17:45,1000.3115488,
2025-08-07 17:18:00,,28.0019531
2025-08-07 17:18:55,1000.3114610,
2025-08-07 17:19:00,,27.9833984
2025-08-07 17:20:06,1000.3113290,
2025-08-07 17:21:00,,27.9658203
2025-08-07 17:21:16,1000.3111416,
2025-08-07 17:22:00,,27.9511719
2025-08-07 17:22:27,1000.3112158,
2025-08-07 17:23:00,,27.9482422
2025-08-07 17:23:37,1000.3112800,
2025-08-07 17:24:00,,27.9960938
2025-08-07 17:24:47,1000.3115561,
2025-08-07 17:25:00,,28.0166016
2025-08-07 17:25:58,1000.3116597,
2025-08-07 17:26:00,,28.0019531
2025-08-07 17:27:09,1000.3115233,
2025-08-07 17:28:00,,27.9814453
2025-08-07 17:28:19,1000.3111962,
2025-08-07 17:29:00,,27.9658203
2025-08-07 17:29:29,1000.3109889,
2025-08-07 17:30:00,,27.9511719
2025-08-07 17:30:40,1000.3108693,
2025-08-07 17:31:00,,27.9482422
2025-08-07 17:31:50,1000.3108853,
2025-08-07 17:32:00,,27.9990234
2025-08-07 17:33:00,1000.3107216,
2025-08-07 17:34:00,,28.0087891
2025-08-07 17:34:11,1000.3108949,
2025-08-07 17:35:00,,27.9912109
2025-08-07 17:35:21,1000.3107300,
2025-08-07 17:36:00,,27.9736328
2025-08-07 17:36:32,1000.3106822,
2025-08-07 17:37:00,,27.9609375
2025-08-07 17:37:42,1000.3105782,
2025-08-07 17:38:00,,27.9482422
2025-08-07 17:38:53,1000.3105698,
2025-08-07 17:39:00,,27.9765625
2025-08-07 17:40:03,1000.3107879,
2025-08-07 17:41:00,,28.0195313
2025-08-07 17:41:14,1000.3109297,
2025-08-07 17:42:00,,28.0087891
2025-08-07 17:42:24,1000.3108680,
2025-08-07 17:43:00,,27.9912109
2025-08-07 17:43:35,1000.3105820,
2025-08-07 17:44:00,,27.9736328
2025-08-07 17:44:45,1000.3103295,
2025-08-07 17:45:00,,27.9560547
2025-08-07 17:45:56,1000.3102571,
2025-08-07 17:46:00,,27.9433594
2025-08-07 17:47:06,1000.3108558,
2025-08-07 17:48:00,,27.9814453
2025-08-07 17:48:16,1000.3110338,
2025-08-07 17:49:00,,28.0136719
2025-08-07 17:49:27,1000.3111663,
2025-08-07 17:50:00,,28.0019531
2025-08-07 17:50:38,1000.3111436,
2025-08-07 17:51:00,,27.9814453
2025-08-07 17:51:48,1000.3109703,
2025-08-07 17:52:00,,27.9658203
2025-08-07 17:52:59,1000.3107878,
2025-08-07 17:53:00,,27.9511719
2025-08-07 17:54:09,1000.3107323,
2025-08-07 17:55:00,,27.9541016
2025-08-07 17:55:20,1000.3109242,
2025-08-07 17:56:00,,28.0039063
2025-08-07 17:56:31,1000.3112209,
2025-08-07 17:57:00,,28.0166016
2025-08-07 17:57:41,1000.3112334,
2025-08-07 17:58:00,,27.9990234
2025-08-07 17:58:52,1000.3110927,
2025-08-07 17:59:00,,27.9833984
2025-08-07 18:00:02,1000.3108363,
2025-08-07 18:01:00,,27.9658203
2025-08-07 18:01:12,1000.3106148,
2025-08-07 18:02:00,,27.9511719
2025-08-07 18:02:22,1000.3105389,
2025-08-07 18:03:00,,27.9482422
2025-08-07 18:03:33,1000.3107069,
2025-08-07 18:04:00,,27.9990234
2025-08-07 18:04:43,1000.3110159,
2025-08-07 18:05:00,,28.0087891
2025-08-07 18:05:54,1000.3111072,
2025-08-07 18:06:00,,27.9941406
2025-08-07 18:07:04,1000.3109502,
2025-08-07 18:08:00,,27.9765625
2025-08-07 18:08:14,1000.3108245,
2025-08-07 18:09:00,,27.9638672
2025-08-07 18:09:25,1000.3107140,
2025-08-07 18:10:00,,27.9511719
2025-08-07 18:10:35,1000.3106782,
2025-08-07 18:11:00,,27.9716797
2025-08-07 18:11:46,1000.3109926,
2025-08-07 18:12:00,,28.0166016
2025-08-07 18:12:57,1000.3111456,
2025-08-07 18:13:00,,28.0117188
2025-08-07 18:14:07,1000.3111219,
2025-08-07 18:15:00,,27.9941406
2025-08-07 18:15:18,1000.3109482,
2025-08-07 18:16:00,,27.9785156
2025-08-07 18:16:28,1000.3106467,
2025-08-07 18:17:00,,27.9638672
2025-08-07 18:17:39,1000.3104298,
2025-08-07 18:18:00,,27.9482422
2025-08-07 18:18:49,1000.3104116,
2025-08-07 18:19:00,,27.9589844
2025-08-07 18:20:00,1000.3106169,
2025-08-07 18:21:00,,28.0068359
2025-08-07 18:21:10,1000.3108222,
2025-08-07 18:22:00,,28.0087891
2025-08-07 18:22:21,1000.3108988,
2025-08-07 18:23:00,,27.9912109
2025-08-07 18:23:32,1000.3108274,
2025-08-07 18:24:00,,27.9765625
2025-08-07 18:24:42,1000.3106377,
2025-08-07 18:25:00,,27.9609375
2025-08-07 18:25:53,1000.3105207,
2025-08-07 18:26:00,,27.9541016
2025-08-07 18:27:03,1000.3105470,
2025-08-07 18:28:00,,27.9765625
2025-08-07 18:28:13,1000.3107856,
2025-08-07 18:29:00,,28.0166016
2025-08-07 18:29:24,1000.3109832,
2025-08-07 18:30:00,,28.0087891
2025-08-07 18:30:35,1000.3109669,
2025-08-07 18:31:00,,27.9912109
2025-08-07 18:31:46,1000.3107379,
2025-08-07 18:32:00,,27.9785156
2025-08-07 18:32:56,1000.3105228,
2025-08-07 18:33:00,,27.9638672
2025-08-07 18:34:06,1000.3103429,
2025-08-07 18:35:00,,27.9511719
2025-08-07 18:35:17,1000.3103132,
2025-08-07 18:36:00,,27.9658203
2025-08-07 18:36:27,1000.3105787,
2025-08-07 18:37:00,,28.0068359
2025-08-07 18:37:37,1000.3108032,
2025-08-07 18:38:00,,28.0068359
2025-08-07 18:38:48,1000.3108425,
2025-08-07 18:39:00,,27.9892578
2025-08-07 18:39:59,1000.3107145,
2025-08-07 18:40:00,,27.9765625
2025-08-07 18:41:09,1000.3105679,
2025-08-07 18:42:00,,27.9638672
2025-08-07 18:42:19,1000.3104511,
2025-08-07 18:43:00,,27.9541016
2025-08-07 18:43:30,1000.3105699,
2025-08-07 18:44:00,,27.9765625
2025-08-07 18:44:40,1000.3107512,
2025-08-07 18:45:00,,28.0136719
2025-08-07 18:45:50,1000.3108561,
2025-08-07 18:46:00,,28.0087891
2025-08-07 18:47:01,1000.3108091,
2025-08-07 18:48:00,,27.9912109
2025-08-07 18:48:11,1000.3107082,
2025-08-07 18:49:00,,27.9785156
2025-08-07 18:49:22,1000.3104829,
2025-08-07 18:50:00,,27.9658203
2025-08-07 18:50:32,1000.3102710,
2025-08-07 18:51:00,,27.9541016
2025-08-07 18:51:43,1000.3102249,
2025-08-07 18:52:00,,27.9511719
2025-08-07 18:52:54,1000.3103001,
2025-08-07 18:53:00,,27.9736328
2025-08-07 18:54:04,1000.3104213,
2025-08-07 18:55:00,,27.9785156
2025-08-07 18:55:14,1000.3104654,
2025-08-07 18:56:00,,27.9687500
2025-08-07 18:56:25,1000.3103558,
2025-08-07 18:57:00,,27.9560547
2025-08-07 18:57:36,1000.3101114,
2025-08-07 18:58:00,,27.9462891
2025-08-07 18:58:46,1000.3099164,
2025-08-07 18:59:00,,27.9335938
2025-08-07 18:59:57,1000.3104549,
2025-08-07 19:00:00,,27.9208984
2025-08-07 19:01:07,1000.3100967,
2025-08-07 19:02:00,,27.9082031
2025-08-07 19:02:17,1000.3098411,
2025-08-07 19:03:00,,27.8984375
2025-08-07 19:03:27,1000.3096518,
2025-08-07 19:04:00,,27.9003906
2025-08-07 19:04:38,1000.3097189,
2025-08-07 19:05:00,,27.9179688
2025-08-07 19:05:48,1000.3097370,
2025-08-07 19:06:00,,27.9160156
2025-08-07 19:06:59,1000.3098213,
2025-08-07 19:07:00,,27.9033203
2025-08-07 19:08:10,1000.3096881,
2025-08-07 19:09:00,,27.8935547
2025-08-07 19:09:20,1000.3094551,
2025-08-07 19:10:00,,27.8808594
2025-08-07 19:10:31,1000.3091555,
2025-08-07 19:11:00,,27.8701172
2025-08-07 19:11:41,1000.3090077,
2025-08-07 19:12:00,,27.8583984
2025-08-07 19:12:52,1000.3088725,
2025-08-07 19:13:00,,27.8476563
2025-08-07 19:14:02,1000.3086937,
2025-08-07 19:15:00,,27.8476563
2025-08-07 19:15:13,1000.3087096,
2025-08-07 19:16:00,,27.8632813
2025-08-07 19:16:23,1000.3087923,
2025-08-07 19:17:00,,27.8632813
2025-08-07 19:17:34,1000.3087990,
2025-08-07 19:18:00,,27.8525391
2025-08-07 19:18:45,1000.3086845,
2025-08-07 19:19:00,,27.8398438
2025-08-07 19:19:55,1000.3085058,
2025-08-07 19:20:00,,27.8300781
2025-08-07 19:21:06,1000.3083308,
2025-08-07 19:22:00,,27.8203125
2025-08-07 19:22:17,1000.3080435,
2025-08-07 19:23:00,,27.8105469
2025-08-07 19:23:27,1000.3078811,
2025-08-07 19:24:00,,27.7998047
2025-08-07 19:24:37,1000.3078214,
2025-08-07 19:25:00,,27.7919922
2025-08-07 19:25:48,1000.3077372,
2025-08-07 19:26:00,,27.7978516
2025-08-07 19:26:59,1000.3077692,
2025-08-07 19:27:00,,27.8076172
2025-08-07 19:28:09,1000.3078188,
2025-08-07 19:29:00,,27.8027344
2025-08-07 19:29:20,1000.3077328,
2025-08-07 19:30:00,,27.7900391
2025-08-07 19:30:31,1000.3076582,
2025-08-07 19:31:00,,27.7802734
2025-08-07 19:31:41,1000.3075365,
2025-08-07 19:32:00,,27.7695313
2025-08-07 19:32:52,1000.3073101,
2025-08-07 19:33:00,,27.7597656
2025-08-07 19:34:02,1000.3070475,
