"Time","Keysight 34420A Bridge_voltage","Well PT100 DUT_Temperature"
2025-08-03 16:54:44,1000.1850904,
2025-08-03 16:55:55,1000.1850648,
2025-08-03 16:56:00,,23.0327148
2025-08-03 16:57:05,1000.1850742,
2025-08-03 16:58:00,,23.0361328
2025-08-03 16:58:16,1000.1850106,
2025-08-03 16:59:26,1000.1849098,
2025-08-03 17:00:00,,23.0375977
2025-08-03 17:00:37,1000.1847792,
2025-08-03 17:01:48,1000.1846297,
2025-08-03 17:02:00,,23.0302734
2025-08-03 17:02:59,1000.1844956,
2025-08-03 17:04:00,,23.0185547
2025-08-03 17:04:09,1000.1843567,
2025-08-03 17:05:20,1000.1842594,
2025-08-03 17:06:00,,23.0039063
2025-08-03 17:06:31,1000.1842043,
2025-08-03 17:07:41,1000.1842645,
2025-08-03 17:08:00,,22.9848633
2025-08-03 17:08:52,1000.1844161,
2025-08-03 17:10:00,,22.9814453
2025-08-03 17:10:02,1000.1845873,
2025-08-03 17:11:13,1000.1847425,
2025-08-03 17:12:00,,23.0087891
2025-08-03 17:12:23,1000.1848686,
2025-08-03 17:13:34,1000.1849238,
2025-08-03 17:14:00,,23.0278320
2025-08-03 17:14:45,1000.1849766,
2025-08-03 17:15:56,1000.1849802,
2025-08-03 17:16:00,,23.0336914
2025-08-03 17:17:06,1000.1849669,
2025-08-03 17:18:00,,23.0361328
2025-08-03 17:18:16,1000.1849026,
2025-08-03 17:19:26,1000.1848201,
2025-08-03 17:20:00,,23.0390625
2025-08-03 17:20:37,1000.1846956,
2025-08-03 17:21:47,1000.1845316,
2025-08-03 17:22:00,,23.0317383
2025-08-03 17:22:58,1000.1844046,
2025-08-03 17:24:00,,23.0185547
2025-08-03 17:24:09,1000.1842589,
2025-08-03 17:25:19,1000.1841263,
2025-08-03 17:26:00,,23.0039063
2025-08-03 17:26:30,1000.1840922,
2025-08-03 17:27:40,1000.1841578,
2025-08-03 17:28:00,,22.9838867
2025-08-03 17:28:51,1000.1843379,
2025-08-03 17:30:00,,22.9882813
2025-08-03 17:30:01,1000.1846004,
2025-08-03 17:31:11,1000.1848329,
2025-08-03 17:32:00,,23.0366211
2025-08-03 17:32:22,1000.1849732,
2025-08-03 17:33:33,1000.1850877,
2025-08-03 17:34:00,,23.0581055
2025-08-03 17:34:44,1000.1851440,
2025-08-03 17:35:54,1000.1852014,
2025-08-03 17:36:00,,23.0629883
2025-08-03 17:37:05,1000.1852296,
2025-08-03 17:38:00,,23.0693359
2025-08-03 17:38:15,1000.1852602,
2025-08-03 17:39:26,1000.1853145,
2025-08-03 17:40:00,,23.0732422
2025-08-03 17:40:37,1000.1852762,
2025-08-03 17:41:47,1000.1853981,
2025-08-03 17:42:00,,23.0805664
2025-08-03 17:42:58,1000.1854722,
2025-08-03 17:44:00,,23.0869141
2025-08-03 17:44:09,1000.1855577,
2025-08-03 17:45:20,1000.1857017,
2025-08-03 17:46:00,,23.0971680
2025-08-03 17:46:30,1000.1858037,
2025-08-03 17:47:41,1000.1859017,
2025-08-03 17:48:00,,23.1147461
2025-08-03 17:48:52,1000.1859910,
2025-08-03 17:50:00,,23.1298828
2025-08-03 17:50:02,1000.1860207,
2025-08-03 17:51:13,1000.1860712,
2025-08-03 17:52:00,,23.1435547
2025-08-03 17:52:24,1000.1861050,
2025-08-03 17:53:35,1000.1861140,
2025-08-03 17:54:00,,23.1611328
2025-08-03 17:54:46,1000.1860564,
2025-08-03 17:55:56,1000.1860456,
2025-08-03 17:56:00,,23.1723633
2025-08-03 17:57:07,1000.1859639,
2025-08-03 17:58:00,,23.1796875
2025-08-03 17:58:18,1000.1859333,
2025-08-03 17:59:28,1000.1858616,
2025-08-03 18:00:00,,23.1826172
2025-08-03 18:00:39,1000.1858041,
2025-08-03 18:01:49,1000.1857523,
2025-08-03 18:02:00,,23.1840820
2025-08-03 18:03:00,1000.1857565,
2025-08-03 18:04:00,,23.1826172
2025-08-03 18:04:10,1000.1857902,
2025-08-03 18:05:21,1000.1859306,
2025-08-03 18:06:00,,23.1840820
2025-08-03 18:06:31,1000.1860822,
2025-08-03 18:07:41,1000.1862211,
2025-08-03 18:08:00,,23.2041016
2025-08-03 18:08:52,1000.1864002,
2025-08-03 18:10:00,,23.2382813
2025-08-03 18:10:02,1000.1864960,
2025-08-03 18:11:13,1000.1865640,
2025-08-03 18:12:00,,23.2485352
2025-08-03 18:12:24,1000.1866326,
2025-08-03 18:13:34,1000.1865975,
2025-08-03 18:14:00,,23.2568359
2025-08-03 18:14:45,1000.1866837,
2025-08-03 18:15:56,1000.1866473,
2025-08-03 18:16:00,,23.2631836
2025-08-03 18:17:06,1000.1866089,
2025-08-03 18:18:00,,23.2685547
2025-08-03 18:18:17,1000.1865993,
2025-08-03 18:19:28,1000.1866067,
2025-08-03 18:20:00,,23.2695313
2025-08-03 18:20:38,1000.1865388,
2025-08-03 18:21:48,1000.1866066,
2025-08-03 18:22:00,,23.2719727
2025-08-03 18:22:59,1000.1867612,
2025-08-03 18:24:00,,23.2783203
2025-08-03 18:24:09,1000.1868907,
2025-08-03 18:25:20,1000.1870176,
2025-08-03 18:26:00,,23.2934570
2025-08-03 18:26:30,1000.1871900,
2025-08-03 18:27:41,1000.1872784,
2025-08-03 18:28:00,,23.3227539
2025-08-03 18:28:52,1000.1873231,
2025-08-03 18:30:00,,23.3359375
2025-08-03 18:30:02,1000.1873705,
2025-08-03 18:31:13,1000.1873616,
2025-08-03 18:32:00,,23.3461914
2025-08-03 18:32:23,1000.1873154,
2025-08-03 18:33:34,1000.1872873,
2025-08-03 18:34:00,,23.3549805
2025-08-03 18:34:44,1000.1872516,
2025-08-03 18:35:55,1000.1872211,
2025-08-03 18:36:00,,23.3627930
2025-08-03 18:37:05,1000.1871515,
2025-08-03 18:38:00,,23.3642578
2025-08-03 18:38:16,1000.1871443,
2025-08-03 18:39:26,1000.1871628,
2025-08-03 18:40:00,,23.3652344
2025-08-03 18:40:36,1000.1871914,
2025-08-03 18:41:46,1000.1873277,
2025-08-03 18:42:00,,23.3676758
2025-08-03 18:42:57,1000.1874659,
2025-08-03 18:44:00,,23.3769531
2025-08-03 18:44:07,1000.1875674,
2025-08-03 18:45:18,1000.1877492,
2025-08-03 18:46:00,,23.4057617
2025-08-03 18:46:28,1000.1878557,
2025-08-03 18:47:39,1000.1879797,
2025-08-03 18:48:00,,23.4291992
2025-08-03 18:48:49,1000.1879389,
2025-08-03 18:50:00,,23.4375000
2025-08-03 18:50:00,1000.1879074,
2025-08-03 18:51:11,1000.1879021,
2025-08-03 18:52:00,,23.4433594
2025-08-03 18:52:22,1000.1878213,
2025-08-03 18:53:32,1000.1877782,
2025-08-03 18:54:00,,23.4472656
2025-08-03 18:54:43,1000.1877715,
2025-08-03 18:55:54,1000.1877225,
2025-08-03 18:56:00,,23.4472656
2025-08-03 18:57:04,1000.1877526,
2025-08-03 18:58:00,,23.4492188
2025-08-03 18:58:14,1000.1878547,
2025-08-03 18:59:25,1000.1879903,
2025-08-03 19:00:00,,23.4521484
2025-08-03 19:00:36,1000.1881147,
2025-08-03 19:01:46,1000.1882769,
2025-08-03 19:02:00,,23.4848633
2025-08-03 19:02:57,1000.1884206,
2025-08-03 19:04:00,,23.5097656
2025-08-03 19:04:07,1000.1884620,
2025-08-03 19:05:18,1000.1884758,
2025-08-03 19:06:00,,23.5190430
2025-08-03 19:06:28,1000.1884684,
2025-08-03 19:07:39,1000.1884269,
2025-08-03 19:08:00,,23.5239258
2025-08-03 19:08:49,1000.1883703,
2025-08-03 19:10:00,,23.5273438
2025-08-03 19:10:00,1000.1883487,
2025-08-03 19:11:10,1000.1883014,
2025-08-03 19:12:00,,23.5273438
2025-08-03 19:12:21,1000.1883162,
2025-08-03 19:13:32,1000.1883678,
2025-08-03 19:14:00,,23.5273438
2025-08-03 19:14:42,1000.1885185,
2025-08-03 19:15:52,1000.1885963,
2025-08-03 19:16:00,,23.5351563
2025-08-03 19:17:03,1000.1887795,
2025-08-03 19:18:00,,23.5605469
2025-08-03 19:18:13,1000.1889638,
2025-08-03 19:19:23,1000.1890886,
2025-08-03 19:20:00,,23.5859375
2025-08-03 19:20:34,1000.1891088,
2025-08-03 19:21:45,1000.1891023,
2025-08-03 19:22:00,,23.5981445
2025-08-03 19:22:55,1000.1890974,
2025-08-03 19:24:00,,23.6054688
2025-08-03 19:24:06,1000.1890156,
2025-08-03 19:25:17,1000.1889570,
2025-08-03 19:26:00,,23.6069336
2025-08-03 19:26:28,1000.1889606,
2025-08-03 19:27:39,1000.1888971,
2025-08-03 19:28:00,,23.6083984
2025-08-03 19:28:49,1000.1888733,
2025-08-03 19:30:00,,23.6113281
2025-08-03 19:30:00,1000.1889280,
2025-08-03 19:31:10,1000.1890509,
2025-08-03 19:32:00,,23.6123047
2025-08-03 19:32:21,1000.1891858,
2025-08-03 19:33:31,1000.1893148,
2025-08-03 19:34:00,,23.6308594
2025-08-03 19:34:42,1000.1894787,
2025-08-03 19:35:52,1000.1896150,
2025-08-03 19:36:00,,23.6674805
2025-08-03 19:37:03,1000.1896872,
2025-08-03 19:38:00,,23.6787109
2025-08-03 19:38:14,1000.1896451,
2025-08-03 19:39:25,1000.1896004,
2025-08-03 19:40:00,,23.6826172
2025-08-03 19:40:35,1000.1895332,
2025-08-03 19:41:46,1000.1894310,
2025-08-03 19:42:00,,23.6884766
2025-08-03 19:42:56,1000.1893843,
2025-08-03 19:44:00,,23.6884766
2025-08-03 19:44:07,1000.1893496,
2025-08-03 19:45:18,1000.1893046,
2025-08-03 19:46:00,,23.6875000
2025-08-03 19:46:29,1000.1894137,
2025-08-03 19:47:39,1000.1895373,
2025-08-03 19:48:00,,23.6904297
2025-08-03 19:48:50,1000.1896187,
2025-08-03 19:50:00,,23.7119141
2025-08-03 19:50:00,1000.1897186,
2025-08-03 19:51:11,1000.1898562,
2025-08-03 19:52:00,,23.7456055
2025-08-03 19:52:22,1000.1899039,
2025-08-03 19:53:33,1000.1899537,
2025-08-03 19:54:00,,23.7558594
2025-08-03 19:54:43,1000.1899068,
2025-08-03 19:55:54,1000.1898727,
2025-08-03 19:56:00,,23.7583008
2025-08-03 19:57:05,1000.1898148,
2025-08-03 19:58:00,,23.7597656
2025-08-03 19:58:15,1000.1897913,
2025-08-03 19:59:26,1000.1897880,
2025-08-03 20:00:00,,23.7607422
2025-08-03 20:00:37,1000.1898227,
2025-08-03 20:01:47,1000.1899497,
2025-08-03 20:02:00,,23.7622070
2025-08-03 20:02:58,1000.1900508,
2025-08-03 20:04:00,,23.7792969
2025-08-03 20:04:09,1000.1902137,
2025-08-03 20:05:20,1000.1903656,
2025-08-03 20:06:00,,23.8115234
2025-08-03 20:06:30,1000.1904453,
2025-08-03 20:07:41,1000.1904834,
2025-08-03 20:08:00,,23.8261719
2025-08-03 20:08:52,1000.1904581,
2025-08-03 20:10:00,,23.8271484
2025-08-03 20:10:02,1000.1904192,
2025-08-03 20:11:13,1000.1903568,
2025-08-03 20:12:00,,23.8300781
2025-08-03 20:12:23,1000.1903206,
2025-08-03 20:13:34,1000.1902903,
2025-08-03 20:14:00,,23.8300781
2025-08-03 20:14:44,1000.1903420,
2025-08-03 20:15:54,1000.1904520,
2025-08-03 20:16:00,,23.8325195
2025-08-03 20:17:05,1000.1905554,
2025-08-03 20:18:00,,23.8505859
2025-08-03 20:18:16,1000.1906454,
2025-08-03 20:19:26,1000.1908127,
2025-08-03 20:20:00,,23.8803711
2025-08-03 20:20:37,1000.1908903,
2025-08-03 20:21:47,1000.1909746,
2025-08-03 20:22:00,,23.8940430
2025-08-03 20:22:58,1000.1909304,
2025-08-03 20:24:00,,23.8955078
2025-08-03 20:24:08,1000.1908690,
2025-08-03 20:25:19,1000.1908053,
2025-08-03 20:26:00,,23.8984375
2025-08-03 20:26:29,1000.1908011,
2025-08-03 20:27:40,1000.1907657,
2025-08-03 20:28:00,,23.8969727
2025-08-03 20:28:50,1000.1908579,
2025-08-03 20:30:00,,23.8984375
2025-08-03 20:30:01,1000.1909505,
2025-08-03 20:31:11,1000.1910515,
2025-08-03 20:32:00,,23.9130859
2025-08-03 20:32:22,1000.1911608,
2025-08-03 20:33:32,1000.1912928,
2025-08-03 20:34:00,,23.9526367
2025-08-03 20:34:43,1000.1913473,
2025-08-03 20:35:54,1000.1913318,
2025-08-03 20:36:00,,23.9624023
2025-08-03 20:37:04,1000.1913146,
2025-08-03 20:38:00,,23.9638672
2025-08-03 20:38:15,1000.1912359,
2025-08-03 20:39:26,1000.1912212,
2025-08-03 20:40:00,,23.9638672
2025-08-03 20:40:36,1000.1911838,
2025-08-03 20:41:46,1000.1912519,
2025-08-03 20:42:00,,23.9624023
2025-08-03 20:42:57,1000.1913390,
2025-08-03 20:44:00,,23.9658203
2025-08-03 20:44:07,1000.1914327,
2025-08-03 20:45:18,1000.1915059,
2025-08-03 20:46:00,,23.9951172
2025-08-03 20:46:29,1000.1916149,
2025-08-03 20:47:39,1000.1917343,
2025-08-03 20:48:00,,24.0239258
2025-08-03 20:48:50,1000.1917462,
2025-08-03 20:50:00,,24.0263672
2025-08-03 20:50:00,1000.1917127,
2025-08-03 20:51:11,1000.1916751,
2025-08-03 20:52:00,,24.0263672
2025-08-03 20:52:22,1000.1916498,
2025-08-03 20:53:32,1000.1916546,
2025-08-03 20:54:00,,24.0253906
2025-08-03 20:54:42,1000.1916768,
2025-08-03 20:55:52,1000.1917968,
2025-08-03 20:56:00,,24.0302734
2025-08-03 20:57:03,1000.1918798,
2025-08-03 20:58:00,,24.0517578
2025-08-03 20:58:14,1000.1920043,
2025-08-03 20:59:24,1000.1921081,
2025-08-03 21:00:00,,24.0771484
2025-08-03 21:00:35,1000.1921571,
2025-08-03 21:01:45,1000.1921514,
2025-08-03 21:02:00,,24.0883789
2025-08-03 21:02:55,1000.1921406,
2025-08-03 21:04:00,,24.0869141
2025-08-03 21:04:06,1000.1921297,
2025-08-03 21:05:17,1000.1920714,
2025-08-03 21:06:00,,24.0898438
2025-08-03 21:06:27,1000.1921128,
2025-08-03 21:07:37,1000.1921712,
2025-08-03 21:08:00,,24.0898438
2025-08-03 21:08:48,1000.1922610,
2025-08-03 21:09:59,1000.1923754,
2025-08-03 21:10:00,,24.1098633
2025-08-03 21:11:09,1000.1925099,
2025-08-03 21:12:00,,24.1347656
2025-08-03 21:12:20,1000.1926002,
2025-08-03 21:13:31,1000.1926212,
2025-08-03 21:14:00,,24.1459961
2025-08-03 21:14:41,1000.1925695,
2025-08-03 21:15:52,1000.1925749,
2025-08-03 21:16:00,,24.1523438
2025-08-03 21:17:02,1000.1925120,
2025-08-03 21:18:00,,24.1523438
2025-08-03 21:18:13,1000.1924689,
2025-08-03 21:19:23,1000.1925268,
2025-08-03 21:20:00,,24.1523438
2025-08-03 21:20:34,1000.1925694,
2025-08-03 21:21:44,1000.1926259,
2025-08-03 21:22:00,,24.1616211
2025-08-03 21:22:54,1000.1927713,
2025-08-03 21:24:00,,24.1826172
2025-08-03 21:24:05,1000.1929015,
2025-08-03 21:25:16,1000.1930119,
2025-08-03 21:26:00,,24.2041016
2025-08-03 21:26:27,1000.1930152,
2025-08-03 21:27:37,1000.1929777,
2025-08-03 21:28:00,,24.2114258
2025-08-03 21:28:48,1000.1930015,
2025-08-03 21:29:58,1000.1929494,
2025-08-03 21:30:00,,24.2128906
2025-08-03 21:31:09,1000.1929430,
2025-08-03 21:32:00,,24.2158203
2025-08-03 21:32:19,1000.1930120,
2025-08-03 21:33:30,1000.1931386,
2025-08-03 21:34:00,,24.2192383
2025-08-03 21:34:40,1000.1932669,
2025-08-03 21:35:50,1000.1934452,
2025-08-03 21:36:00,,24.2441406
2025-08-03 21:37:01,1000.1935362,
2025-08-03 21:38:00,,24.2656250
2025-08-03 21:38:12,1000.1935600,
2025-08-03 21:39:22,1000.1935454,
2025-08-03 21:40:00,,24.2719727
2025-08-03 21:40:33,1000.1935223,
2025-08-03 21:41:44,1000.1934620,
2025-08-03 21:42:00,,24.2763672
2025-08-03 21:42:54,1000.1934594,
2025-08-03 21:44:00,,24.2763672
2025-08-03 21:44:05,1000.1934480,
2025-08-03 21:45:15,1000.1935505,
2025-08-03 21:46:00,,24.2773438
2025-08-03 21:46:25,1000.1936644,
2025-08-03 21:47:35,1000.1937968,
2025-08-03 21:48:00,,24.2958984
2025-08-03 21:48:45,1000.1939579,
2025-08-03 21:49:56,1000.1940699,
2025-08-03 21:50:00,,24.3261719
2025-08-03 21:51:07,1000.1940566,
2025-08-03 21:52:00,,24.3339844
2025-08-03 21:52:17,1000.1940093,
2025-08-03 21:53:28,1000.1939371,
2025-08-03 21:54:00,,24.3359375
2025-08-03 21:54:38,1000.1939025,
2025-08-03 21:55:49,1000.1938663,
2025-08-03 21:56:00,,24.3374023
2025-08-03 21:56:59,1000.1938859,
2025-08-03 21:58:00,,24.3359375
2025-08-03 21:58:09,1000.1940159,
2025-08-03 21:59:20,1000.1941063,
2025-08-03 22:00:00,,24.3500977
2025-08-03 22:00:30,1000.1942657,
2025-08-03 22:01:40,1000.1944132,
2025-08-03 22:02:00,,24.3818359
2025-08-03 22:02:51,1000.1944905,
2025-08-03 22:04:00,,24.3945313
2025-08-03 22:04:02,1000.1944879,
2025-08-03 22:05:12,1000.1944321,
2025-08-03 22:06:00,,24.3979492
2025-08-03 22:06:23,1000.1943777,
2025-08-03 22:07:33,1000.1943458,
2025-08-03 22:08:00,,24.3994141
2025-08-03 22:08:44,1000.1943514,
2025-08-03 22:09:54,1000.1944265,
2025-08-03 22:10:00,,24.4003906
2025-08-03 22:11:05,1000.1945191,
2025-08-03 22:12:00,,24.4091797
2025-08-03 22:12:16,1000.1946427,
2025-08-03 22:13:26,1000.1948338,
2025-08-03 22:14:00,,24.4335938
2025-08-03 22:14:36,1000.1949678,
2025-08-03 22:15:47,1000.1949686,
2025-08-03 22:16:00,,24.4560547
2025-08-03 22:16:58,1000.1949426,
2025-08-03 22:18:00,,24.4599609
2025-08-03 22:18:08,1000.1948782,
2025-08-03 22:19:19,1000.1948373,
2025-08-03 22:20:00,,24.4599609
2025-08-03 22:20:29,1000.1947709,
2025-08-03 22:21:40,1000.1947665,
2025-08-03 22:22:00,,24.4609375
2025-08-03 22:22:50,1000.1948423,
2025-08-03 22:24:00,,24.4648438
2025-08-03 22:24:01,1000.1949391,
2025-08-03 22:25:11,1000.1950424,
2025-08-03 22:26:00,,24.4887695
2025-08-03 22:26:22,1000.1951741,
2025-08-03 22:27:32,1000.1952274,
2025-08-03 22:28:00,,24.5151367
2025-08-03 22:28:42,1000.1951905,
2025-08-03 22:29:53,1000.1951495,
2025-08-03 22:30:00,,24.5175781
2025-08-03 22:31:03,1000.1951063,
2025-08-03 22:32:00,,24.5175781
2025-08-03 22:32:14,1000.1950703,
2025-08-03 22:33:24,1000.1951012,
2025-08-03 22:34:00,,24.5175781
2025-08-03 22:34:34,1000.1951965,
2025-08-03 22:35:45,1000.1952729,
2025-08-03 22:36:00,,24.5302734
2025-08-03 22:36:55,1000.1954088,
2025-08-03 22:38:00,,24.5556641
2025-08-03 22:38:05,1000.1955485,
2025-08-03 22:39:16,1000.1955850,
2025-08-03 22:40:00,,24.5717773
2025-08-03 22:40:27,1000.1955697,
2025-08-03 22:41:37,1000.1955319,
2025-08-03 22:42:00,,24.5751953
2025-08-03 22:42:48,1000.1954606,
2025-08-03 22:43:59,1000.1954475,
2025-08-03 22:44:00,,24.5751953
2025-08-03 22:45:09,1000.1955083,
2025-08-03 22:46:00,,24.5751953
2025-08-03 22:46:19,1000.1956231,
2025-08-03 22:47:30,1000.1957260,
2025-08-03 22:48:00,,24.5908203
2025-08-03 22:48:41,1000.1958708,
2025-08-03 22:49:51,1000.1960053,
2025-08-03 22:50:00,,24.6225586
2025-08-03 22:51:02,1000.1960537,
2025-08-03 22:52:00,,24.6308594
2025-08-03 22:52:13,1000.1960501,
2025-08-03 22:53:23,1000.1959753,
2025-08-03 22:54:00,,24.6337891
2025-08-03 22:54:34,1000.1959250,
2025-08-03 22:55:44,1000.1958976,
2025-08-03 22:56:00,,24.6337891
2025-08-03 22:56:55,1000.1959841,
2025-08-03 22:58:00,,24.6337891
2025-08-03 22:58:05,1000.1960703,
2025-08-03 22:59:16,1000.1961954,
2025-08-03 23:00:00,,24.6489258
2025-08-03 23:00:26,1000.1963551,
2025-08-03 23:01:37,1000.1964859,
2025-08-03 23:02:00,,24.6816406
2025-08-03 23:02:48,1000.1964728,
2025-08-03 23:03:58,1000.1964045,
2025-08-03 23:04:00,,24.6894531
2025-08-03 23:05:09,1000.1963775,
2025-08-03 23:06:00,,24.6914063
2025-08-03 23:06:19,1000.1963236,
2025-08-03 23:07:29,1000.1962993,
2025-08-03 23:08:00,,24.6914063
2025-08-03 23:08:39,1000.1964054,
2025-08-03 23:09:50,1000.1964801,
2025-08-03 23:10:00,,24.6977539
2025-08-03 23:11:00,1000.1966253,
2025-08-03 23:12:00,,24.7167969
2025-08-03 23:12:11,1000.1967765,
2025-08-03 23:13:22,1000.1968973,
2025-08-03 23:14:00,,24.7392578
2025-08-03 23:14:32,1000.1968547,
2025-08-03 23:15:43,1000.1967949,
2025-08-03 23:16:00,,24.7470703
2025-08-03 23:16:53,1000.1967150,
2025-08-03 23:18:00,,24.7490234
2025-08-03 23:18:04,1000.1966423,
2025-08-03 23:19:14,1000.1966498,
2025-08-03 23:20:00,,24.7470703
2025-08-03 23:20:25,1000.1967619,
2025-08-03 23:21:35,1000.1968272,
2025-08-03 23:22:00,,24.7568359
2025-08-03 23:22:46,1000.1969164,
2025-08-03 23:23:57,1000.1970179,
2025-08-03 23:24:00,,24.7871094
2025-08-03 23:25:07,1000.1970902,
2025-08-03 23:26:00,,24.8027344
2025-08-03 23:26:18,1000.1970621,
2025-08-03 23:27:29,1000.1970304,
2025-08-03 23:28:00,,24.8027344
2025-08-03 23:28:39,1000.1969683,
2025-08-03 23:29:49,1000.1969386,
2025-08-03 23:30:00,,24.8037109
2025-08-03 23:31:00,1000.1970385,
2025-08-03 23:32:00,,24.8027344
2025-08-03 23:32:10,1000.1971544,
2025-08-03 23:33:21,1000.1972008,
2025-08-03 23:34:00,,24.8173828
2025-08-03 23:34:31,1000.1973414,
2025-08-03 23:35:41,1000.1974258,
2025-08-03 23:36:00,,24.8500977
2025-08-03 23:36:52,1000.1974252,
2025-08-03 23:38:00,,24.8554688
2025-08-03 23:38:03,1000.1973727,
2025-08-03 23:39:13,1000.1973708,
2025-08-03 23:40:00,,24.8574219
2025-08-03 23:40:24,1000.1973367,
2025-08-03 23:41:35,1000.1973638,
2025-08-03 23:42:00,,24.8564453
2025-08-03 23:42:46,1000.1974992,
2025-08-03 23:43:56,1000.1975672,
2025-08-03 23:44:00,,24.8706055
2025-08-03 23:45:06,1000.1976925,
2025-08-03 23:46:00,,24.8925781
2025-08-03 23:46:17,1000.1977819,
2025-08-03 23:47:28,1000.1977860,
2025-08-03 23:48:00,,24.9067383
2025-08-03 23:48:38,1000.1977653,
2025-08-03 23:49:49,1000.1977214,
2025-08-03 23:50:00,,24.9111328
2025-08-03 23:50:59,1000.1976910,
2025-08-03 23:52:00,,24.9111328
2025-08-03 23:52:10,1000.1977193,
2025-08-03 23:53:20,1000.1978356,
2025-08-03 23:54:00,,24.9135742
2025-08-03 23:54:31,1000.1979354,
2025-08-03 23:55:41,1000.1980334,
2025-08-03 23:56:00,,24.9360352
2025-08-03 23:56:52,1000.1981180,
2025-08-03 23:58:00,,24.9560547
2025-08-03 23:58:03,1000.1981540,
2025-08-03 23:59:13,1000.1981400,
2025-08-04 00:00:00,,24.9609375
2025-08-04 00:00:24,1000.1980863,
2025-08-04 00:01:34,1000.1980731,
2025-08-04 00:02:00,,24.9624023
2025-08-04 00:02:44,1000.1980858,
2025-08-04 00:03:55,1000.1981934,
2025-08-04 00:04:00,,24.9672852
2025-08-04 00:05:05,1000.1983274,
2025-08-04 00:06:00,,24.9833984
2025-08-04 00:06:15,1000.1984205,
2025-08-04 00:07:26,1000.1984672,
2025-08-04 00:08:00,,25.0000000
2025-08-04 00:08:36,1000.1984993,
2025-08-04 00:09:47,1000.1984567,
2025-08-04 00:10:00,,25.0087891
2025-08-04 00:10:57,1000.1984309,
2025-08-04 00:12:00,,25.0117188
2025-08-04 00:12:08,1000.1984328,
2025-08-04 00:13:19,1000.1985107,
2025-08-04 00:14:00,,25.0161133
2025-08-04 00:14:29,1000.1986257,
2025-08-04 00:15:40,1000.1986984,
2025-08-04 00:16:00,,25.0356445
2025-08-04 00:16:50,1000.1987371,
2025-08-04 00:18:00,,25.0517578
2025-08-04 00:18:01,1000.1987422,
2025-08-04 00:19:11,1000.1987340,
2025-08-04 00:20:00,,25.0546875
2025-08-04 00:20:22,1000.1987199,
2025-08-04 00:21:33,1000.1987374,
2025-08-04 00:22:00,,25.0581055
2025-08-04 00:22:43,1000.1988291,
2025-08-04 00:23:53,1000.1989298,
2025-08-04 00:24:00,,25.0727539
2025-08-04 00:25:04,1000.1990044,
2025-08-04 00:26:00,,25.0917969
2025-08-04 00:26:14,1000.1990313,
2025-08-04 00:27:25,1000.1990272,
2025-08-04 00:28:00,,25.0981445
2025-08-04 00:28:35,1000.1990169,
2025-08-04 00:29:46,1000.1990289,
2025-08-04 00:30:00,,25.1010742
2025-08-04 00:30:57,1000.1990719,
2025-08-04 00:32:00,,25.1044922
2025-08-04 00:32:07,1000.1991612,
2025-08-04 00:33:18,1000.1992498,
2025-08-04 00:34:00,,25.1206055
2025-08-04 00:34:28,1000.1993162,
